Registracijos numeris,Registracijos data,docReklaminės veiklos subjektas (užsakovas),docReklaminės veiklos subjekto (užsakovo) buveinės adresas,docReklamos apmokestinamas plotas,docReklamos komisijos posėdžio data,docReklamos komisijos posėdžio protokolo Nr.,docReklamos leidimas galioja iki (data),docReklamos plotas (kv. m),docReklamos tipas,docReklamos turinys,docReklamos vykdytojas,docReklamos įrengimo adresas (gatvė),docReklamos įrengimo adresas (namo Nr.),docReklamos įrengimo adresas(seniūnija),docPastabos
A635-575(2.3.2.1-EK6),5/28/2013,UAB „Gintarinė vaistinė“,"Gedimino g. 13, Kaunas",1.1,5/2/13 0:00,A16-431(2.1.43-EK6),5/27/18 0:00,1.1,IVR ant pastato fasado,GINTARINĖ VAISTINĖ,UAB „Vizualiniai projektai“,Laisvės,82,Pašilaičių,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-558(2.3.2.1-EK6),5/28/2013,UAB „Vagos prekyba“,"Gedimino pr. 50, Vilnius",4.14,4/24/13 0:00,A16-388(2.1.43-EK6),5/27/18 0:00,4.14,IVR ant pastato fasado,VAGA,UAB „Rychter Group“,Gedimino,50,Naujamiesčio,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-569(2.3.2.1-EK6),5/28/2013,VšĮ „Vilniaus Arkivyskupijos ekonomo tarnyba“,"S. Skapo g. 4, Vilnius",0,5/8/13 0:00,A16-434(2.1.43-EK6),5/27/18 0:00,0.22,IVR ant pastato fasado,VILNIAUS ARKIVYSKUPIJOS EKONOMO TARNYBA,Violeta Baliūnaitė,S. Skapo,4,Senamiesčio,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-570(2.3.2.1-EK6),5/28/2013,Advokatų kontora Krukonis ir Šniukšta,"S. Skapo g. 4, Vilnius",0,5/8/13 0:00,A16-434(2.1.43-EK6),5/27/18 0:00,0.22,IVR ant pastato fasado,ADVOKATŲ KONTORA KRUKONIS IR ŠNIUKŠTA,Violeta Baliūnaitė,S. Skapo,4,Senamiesčio,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-566(2.3.2.1-EK6),5/28/2013,Vilniaus kolegijos Verslo vadybos fakultetas,"Didlaukio g. 49, Vilnius",0,7/4/12 0:00,A16-538(2.1.43-EK6),5/27/18 0:00,3.07,IVR ant pastato fasado,VERSLO VADYBOS FAKULTETAS,VšĮ „Vizualinių komunikacijų studija“,Didlaukio,49,Verkių,Išduoti leidimą iškabai penkeriems metams.
A635-577(2.3.2.1-EK6),5/28/2013,UAB „Gintarinė vaistinė“,"Gedimino g. 13, Kaunas",3.77,5/2/13 0:00,A16-431(2.1.43-EK6),5/27/18 0:00,3.77,IVR ant pastato fasado,GINTARINĖ VAISTINĖ,UAB „Vizualiniai projektai“,Keramikų,4,Antakalnio,Išduoti leidimą trijų elementų išorinei reklamai penkeriems metams.
A635-557(2.3.2.1-EK6),5/28/2013,UAB „Jokado projektai“,"T. Ševčenkos g. 16, Vilnius",1.38,5/2/13 0:00,A16-431(2.1.43-EK6),5/27/18 0:00,1.38,IVR ant pastato fasado,„JOKADO“ HORECA TEKSTILĖ,UAB „Kvoliti.lt“,T. Ševčenkos,16,Naujamiesčio,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-579(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",1.72,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,1.72,IVR ant paviljono,PAY POST,UAB „Doverta“,Pylimo,58,Senamiesčio,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Pylimo g. 58 (prie Halės turgavietės).
A635-584(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",4.05,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,4.05,IVR ant paviljono,PAY POST,UAB „Doverta“,Kalvarijų ir Braškių,sankirta,Verkių,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Kalvarijų ir Braškių g. sankirtos.
A635-596(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,Medeinos,20,Pašilaičių,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Medeinos g. 20.
A635-594(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,Žirmūnų,1,Žirmūnų,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Žirmūnų g. 1.
A635-595(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,Kalvarijų ir Žalgirio,sankirta,Žirmūnų,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Kalvarijų ir Žalgirio gatvių sankirtos.
A635-590(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,Savanorių,40,Vilkpėdės,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Savanorių pr. 40.
A635-593(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,Antakalnio ir Šilo,sankirta,Antakalnio,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Antakalnio ir Šilo g. sankirtos.
A635-592(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,Architektų,152,Lazdynų,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Architektų g. 152.
A635-591(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,5.44,IVR ant pastato fasado,PAY POST,UAB „Doverta“,Architektų,19,Lazdynų,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Architektų g. 19.
A635-581(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",2.47,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,2.47,IVR ant paviljono,PAY POST,UAB „Doverta“,Sodų,22,Naujamiesčio,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Sodų g. 22.
A635-578(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",1.72,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,1.72,IVR ant paviljono,PAY POST,UAB „Doverta“,V. Kudirkos,1A,Naujamiesčio,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie V. Kudirkos g. 1A (prie Lukiškių aikštės).
A635-583(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",4.05,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,4.05,IVR ant paviljono,PAY POST,UAB „Doverta“,Žirmūnų,67,Žirmūnų,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Žirmūnų g. 67.
A635-585(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",4.05,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,4.05,IVR ant paviljono,PAY POST,UAB „Doverta“,S. Batoro,43,Naujosios Vilnios,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie S. Batoro g. 43.
A635-588(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",4.05,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,4.05,IVR ant paviljono,PAY POST,UAB „Doverta“,Justiniškių ir Gabijos,sankirta,Pašilaičių,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Justiniškių ir Gabijos gatvių sankirtos.
A635-587(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",4.05,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,4.05,IVR ant paviljono,PAY POST,UAB „Doverta“,Parko,18,Naujosios Vilnios,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Parko g. 18.
A635-586(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",4.05,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,4.05,IVR ant paviljono,PAY POST,UAB „Doverta“,Dariaus ir Girėno ir Kapsų,sankirta,Naujininkų,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Dariaus ir Girėno ir Kapsų g. sankirtos.
A635-589(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",4.05,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,4.05,IVR ant paviljono,PAY POST,UAB „Doverta“,Liepkalnio g. ir Minsko pl.,sankirta,Rasų,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Liepkalnio g. ir Minsko pl. sankirtos.
A635-580(2.3.2.1-EK6),5/29/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",1.72,5/8/13 0:00,A16-434(2.1.43-EK6),5/28/18 0:00,1.72,IVR ant paviljono,PAY POST,UAB „Doverta“,Geležinkelio,16,Naujamiesčio,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Geležinkelio g. 16.
A635-582(2.3.2.1-EK6),5/29/2013,"UAB ,,BPTS Europa“","Gynėjų g. 16, Vilnius",106.34,4/25/12 0:00,A16-331(2.1.43-EK6),5/28/14 0:00,106.34,IVR ant pastato fasado,EUROPA,UAB „Doverta“,Konstitucijos,7A,Šnipiškių,Išduoti leidimą dvejoms iškaboms vieneriems metams.
A635-601(2.3.2.1-EK6),5/30/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/29/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,Dariaus ir Girėno ir Šaltkalvių,sankirta,Rasų,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Dariaus ir Girėno ir Šaltkalvių g. sankirtos.
A635-604(2.3.2.1-EK6),5/30/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/29/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,Kovo 11-osios,39B,Grigiškių,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Kovo 11-osios g. 39B Grigiškės.
A635-598(2.3.2.1-EK6),5/30/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/29/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,S. Stanevičiaus,21,Fabijoniškių,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie S. Stanevičiaus g. 21.
A635-602(2.3.2.1-EK6),5/30/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/29/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,Taikos,162A,Justiniškių,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Taikos g. 162A.
A635-599(2.3.2.1-EK6),5/30/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/29/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,Justiniškių,91,Justiniškių,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Justiniškių g. 91.
A635-597(2.3.2.1-EK6),5/30/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/29/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,Ukmergės,220,Šeškinės,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Ukmergės g. 220.
A635-603(2.3.2.1-EK6),5/30/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/29/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,Didlaukio,1,Verkių,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Didlaukio g. 1.
A635-608(2.3.2.1-EK6),5/30/2013,VšĮ „Šeškinės poliklinika“,"Šeškinės g. 24, Vilnius",0,5/15/13 0:00,A16-468(2.1.43-EK6),5/29/18 0:00,13.94,IVR ant pastato fasado,ŠEŠKINĖS PLOKLINIKA,VšĮ „Šeškinės poliklinika“,Šeškinės,24,Šeškinės,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-605(2.3.2.1-EK6),5/30/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/29/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,Fabijoniškių,2,Fabijoniškių,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Fabijoniškių g. 2.
A635-607(2.3.2.1-EK6),5/30/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/29/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,Gariūnų,68,Panerių,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Gariūnų g. 68.
A635-600(2.3.2.1-EK6),5/30/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/29/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,Viršuliškių,40,Viršuliškių,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Viršuliškių g. 40.
A635-606(2.3.2.1-EK6),5/30/2013,AB „Lietuvos paštas“,"J. Jasinskio g. 16, Vilnius",5.44,5/8/13 0:00,A16-434(2.1.43-EK6),5/29/18 0:00,5.44,IVR ant paviljono,PAY POST,UAB „Doverta“,Ukmergės,282A,Pašilaičių,Išduoti leidimą išorinei reklamai penkeriems metams ant paviljono prie Ukmergės g. 282A.
A635-609(2.3.2.1-EK6),6/5/2013,Aleksandras Tolmačiovas,"Naugarduko g. 56-33, Vilnius",0.86,5/8/13 0:00,A16-434(2.1.43-EK6),6/4/14 0:00,0.86,IVR ant statinio,AVALYNĖS TAISYKLA,Aleksandras Tolmačiovas,Kalvarijų,48,Šnipiškių,Išduoti leidimą išorinei reklamai vieneriems metams.
A635-627(2.3.2.1-EK6),6/5/2013,UAB „Romada“,"Bokštų g. 8-10, Vilnius",7.5,5/8/13 0:00,A16-434(2.1.43-EK6),6/4/18 0:00,7.5,IVR ant pastato fasado,„ROMADA“ ŽŪKLĖS REIKMANYS FANATIKAMS,UAB „Vizualas“,Kalvarijų,168,Šnipiškių,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-614(2.3.2.1-EK6),6/5/2013,UAB „NT Valdos“,"Geologų g. 16, Vilnius",18,12/12/12 0:00,A16-1089(2.1.43-EK6),6/4/14 0:00,18,IVR ant pastato fasado,„VALDOS“ NUOMOJAMA. REKLAMOS PLOTAS NUOMAI,UAB „Pramuštgalvis“,P. Lukšio,5B,Žirmūnų,Išduoti leidimą reklamai vieneriems metams (365 kalendorinėm dienom).
A635-632(2.3.2.1-EK6),6/5/2013,R. Grigo individuali įmonė,"Ukmergės g. 222, Vilnius",1.96,8/14/12 0:00,A16-665(2.1.43-EK6),6/4/18 0:00,1.96,IVR ant pastato fasado,"KIRPYKLA, KOSMETIKOS KABINETAS, MANIKIŪRAS",UAB „Revlita“,Ukmergės,222,Šeškinės,Išduoti leidimą iškabai penkeriems metams.
A635-626(2.3.2.1-EK6),6/5/2013,UAB „Sanidentas“,"Karaliaučiaus g. 2-58, Vilnius",1.2,4/17/13 0:00,A16-368(2.1.43-EK6),6/4/18 0:00,1.2,IVR ant pastato fasado,ODONTOLOGIJOS KLINIKA „SANIDENTAS“,VšĮ „Vizuali idėja“,Karaliaučiaus,2,Pilaitės,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-633(2.3.2.1-EK6),6/5/2013,R. Grigo individuali įmonė,"Ukmergės g. 222, Vilnius",7.39,8/14/12 0:00,A16-665(2.1.43-EK6),6/4/18 0:00,7.39,IVR ant pastato fasado,„LUXURA“ SOLIARIUMŲ SALONAS,UAB „Revlita“,Ukmergės,222,Šeškinės,"Išduoti leidimą dviejų elementų iškabai penkeriems metams su sąlyga, kad bus ištaisytos lietuvių kalbos klaidos."
A635-622(2.3.2.1-EK6),6/5/2013,UAB „Baltijos arsenalas“,"Puodžių g. 2-2, Kaunas",2.4,5/15/13 0:00,A16-468(2.1.43-EK6),6/4/18 0:00,2.4,IVR ant pastato fasado,ARMIJAI IR CIVILIAMS,UAB „Arensa“,Jogailos,11,Naujamiesčio,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-610(2.3.2.1-EK6),6/5/2013,UAB „Vizualiniai projektai“,"Vytenio g. 50, Vilnius",0.55,3/20/13 0:00,A16-287(2.1.43-EK6),6/4/15 0:00,0.55,IVR ant pastato fasado,„VIZ PRO“ UAB „VIZUALINIAI PROJEKTAI“,UAB „Vizualiniai projektai“,Vytenio,50,Naujamiesčio,Išduoti leidimą išorinei reklamai dvejiems metams.
A635-612(2.3.2.1-EK6),6/5/2013,Večislavas Belousas,"Kalvarijų g. 52, Vilnius",1.65,2/20/13 0:00,A16-182(2.1.43-EK6),6/4/18 0:00,1.65,IVR ant pastato fasado,KIRPYKLA,UAB „Aktyvi forma“,Kalvarijų,52,Šnipiškių,"Išduoti leidimą dviejų elementų išorinei reklamai penkeriems metams su sąlyga, kad lipni plėvelė ant vitrinų ir durų stiklo bus klijuojama iš vidinės stiklo pusės."
A635-616(2.3.2.1-EK6),6/5/2013,UAB „Alkanas kojotas“,"I. Kanto al. 3-57, Vilnius",2.15,4/24/13 0:00,A16-388(2.1.43-EK6),6/4/18 0:00,2.15,IVR ant pastato fasado,KAVINĖ „ALKANAS KOJOTAS“,UAB „Akstis“,Lentvario,7,Panerių,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-617(2.3.2.1-EK6),6/5/2013,UAB „JML Group“,"Naugarduko g. 91, Vilnius",6.75,4/24/13 0:00,A16-388(2.1.43-EK6),6/4/18 0:00,6.75,IVR ant pastato fasado,ELEKTRONINIAI KOMPONENTAI „JML GROUP“ LED APŠVIETIMAS,IĮ „LIP2KAI“,Naugarduko,91,Vilkpėdės,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-619(2.3.2.1-EK6),6/5/2013,UAB „Verkių projektas“,"Verkių g. 25C, Vilnius",23.08,5/15/13 0:00,A16-468(2.1.43-EK6),6/4/18 0:00,23.08,IVR ant pastato fasado,ULONŲ VERSLO CENTRAS,UAB „Doverta“,Verkių,25C,Žirmūnų,Išduoti leidimą dviejų elementų išorinei reklamai penkeriems metams.
A635-621(2.3.2.1-EK6),6/5/2013,Julija Mečkovska,"Šešuolių g. 3-8, Vilnius",1.1,5/15/13 0:00,A16-468(2.1.43-EK6),6/4/18 0:00,1.1,IVR ant pastato fasado,KIRPYKLA,IĮ „Reklamos Injekcija“,Rygos,1,Justiniškių,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-613(2.3.2.1-EK6),6/5/2013,UAB „NT Valdos“,"Geologų g. 16, Vilnius",4.5,3/6/13 0:00,A16-243(2.1.43-EK6),6/4/14 0:00,4.5,IVR ant pastato fasado,-,UAB „Pramuštgalvis“,J. Tiškevičiaus,72,Panerių,Išduoti leidimą išorinei reklamai vieneriems metams (365 kalendorinėm dienom).
A635-628(2.3.2.1-EK6),6/5/2013,UAB „Fitnesas“,"Debreceno g. 52A, Klaipėda",1.4,11/7/12 0:00,A16-968(2.1.43-EK6),6/4/18 0:00,1.4,IVR ant pastato fasado,SOLIARIUMAS „SACHARA“,IĮ „Skritulys“,Architektų,19,Lazdynų,Išduoti leidimą iškabai penkeriems metams.
A635-623(2.3.2.1-EK6),6/5/2013,UAB „Vita luna“,"A. Smetonos g. 2, Vilnius",0.85,5/15/13 0:00,A16-468(2.1.43-EK6),6/4/18 0:00,0.85,IVR ant pastato fasado,PLUMBUM BARAS,Vaidotas Paliulionis,A. Smetonos,2,Naujamiesčio,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-611(2.3.2.1-EK6),6/5/2013,UAB „Gl ideas“,"A. Baranausko g. 35A-3, Kaunas",3.5,5/2/13 0:00,A16-431(2.1.43-EK6),6/4/18 0:00,3.5,IVR ant pastato fasado,TVSALE.LT,UAB „Artūrass“,Verkių,29,Žirmūnų,Išduoti leidimą dviejų elementų išorinei reklamai penkeriems metams.
A635-631(2.3.2.1-EK6),6/5/2013,UAB „Plastelita“,"Liepsnos g. 4, Vilnius",2.35,5/15/13 0:00,A16-468(2.1.43-EK6),6/4/18 0:00,2.35,IVR ant pastato fasado,"„PLASTELITA“ SANDĖLIS, KONTORA",Gintautas Lukoševičius,Liepsnos,4,Vilkpėdės,Išduoti leidimą dviejų elementų išorinei reklamai penkeriems metams.
A635-620(2.3.2.1-EK6),6/5/2013,UAB „Netneta“,"Latvių g. 38, Vilnius",2.16,3/6/13 0:00,A16-243(2.1.43-EK6),6/4/18 0:00,2.16,IVR ant pastato fasado,HOTEL VIEŠBUTIS,UAB „Netneta“,Latvių,38,Žvėryno,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-624(2.3.2.1-EK6),6/5/2013,UAB „Kitokia virtuvė“,"Savičiaus g. 7, Vilnius",1.12,5/15/13 0:00,A16-468(2.1.43-EK6),6/4/18 0:00,1.12,IVR ant pastato fasado,„BALZAC“ RESTORANAS,Mantas Babelis,Savičiaus,7,Senamiesčio,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-625(2.3.2.1-EK6),6/5/2013,UAB „Ermitažas“,"Ozo g. 25, Vilnius",78,5/2/13 0:00,A16-431(2.1.43-EK6),6/4/14 0:00,78,IVR ant pastato fasado,ERMITAŽAS,UAB „KITOS PUSĖS projektai“,Ozo,25,Šeškinės,Išduoti leidimą išorinei reklamai vieneriems metams.
A635-630(2.3.2.1-EK6),6/5/2013,UAB „Grožio ekspertas“,"Perkūnkiemio g. 47-109, Vilnius",1.33,5/15/13 0:00,A16-468(2.1.43-EK6),6/4/18 0:00,1.33,IVR ant pastato fasado,GROŽIO SALONAS,Nerijus Dulinskas,Perkūnkiemio,47,Pašilaičių,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-615(2.3.2.1-EK6),6/5/2013,UAB „Nemuno vaistinė“,"Taikos pr. 104D, Kaunas",0.94,5/15/13 0:00,A16-468(2.1.43-EK6),6/4/18 0:00,0.94,IVR ant pastato fasado,CAMELIA VAISTINĖ,UAB „Jūsų vizija“,Antakalnio,59,Antakalnio,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-618(2.3.2.1-EK6),6/5/2013,UAB „Dabalta ir ko“,"Savanorių pr. 174A, Vilnius",6.94,5/15/13 0:00,A16-468(2.1.43-EK6),6/4/18 0:00,6.94,IVR ant pastato fasado,„DABALTA“ ĮMONIŲ GRUPĖ,UAB „Reklamos galimybių centras“,Savanorių,174A,Vilkpėdės,Išduoti leidimą dviejų elementų išorinei reklamai penkeriems metams.
A635-629(2.3.2.1-EK6),6/5/2013,VšĮ „Jogos ratas“,"Antakalnio g. 55-40, Vilnius",0,5/22/13 0:00,A16-482(2.1.43-EK6),6/4/18 0:00,0.3,IVR ant pastato fasado,VŠĮ „JOGOS RATAS“ II AUKŠTAS,VšĮ „Jogos ratas“,Krokuvos,8,Šnipiškių,Išduoti leidimą išorinei reklamai penkeriems metams.
A635-642(2.3.2.1-EK6),6/6/2013,UAB „Orfis“,"Melioratorių g. 2, Vilnius",0.53,5/15/13 0:00,A16-468(2.1.43-EK6),6/5/14 0:00,0.53,IVR ant tvoros,„ORFIS“ PREKYBA STATYBINĖMIS MEDŽIAGOMIS,UAB „Mylidos reklama“,J. Dobkevičiaus,10,Naujininkų,Išduoti leidimą iškabai vieneriems metams UAB „Orfis“.
A635-641(2.3.2.1-EK6),6/6/2013,UAB „Lakaja“,"Melioratorių g. 2B, Vilnius",1.25,5/15/13 0:00,A16-468(2.1.43-EK6),8/4/13 0:00,1.25,IVR ant tvoros,UŽDAROJI AKCINĖ BENDROVĖ „LAKAJA“,UAB „Mylidos reklama“,J. Dobkevičiaus,10,Naujininkų,Išduoti leidimą reklamai vieneriems metams (60 kalendorinių dienų) UAB „Lakaja“.
A635-638(2.3.2.1-EK6),6/6/2013,UAB „Vičiūnų restoranų grupė“,"Ukmergės g. 128, Vilnius",7.41,5/15/13 0:00,A16-468(2.1.43-EK6),6/5/18 0:00,7.41,IVR ant pastato fasado,CHARLIE PIZZA,UAB „Reklamos serviso grupė“,Ozo,18,Verkių,Išduoti leidimą išorinei reklamai penkeriems metams pagal pateiktą projektą „CHARLIE PIZZA“.
A635-640(2.3.2.1-EK6),6/6/2013,UAB „Verslo investicijos personalui“,"Vytenio g. 6-402, Vilnius",0.5,5/15/13 0:00,A16-468(2.1.43-EK6),6/5/14 0:00,0.5,IVR ant pastato fasado,"„VIP“ DARBUOTOJŲ PAIEŠKA, ATRANKA IR VERTINIMAS WWW.VIPCONSULTANTS.LT.",E. Podskočiaus firma „Reklamos sfera“,Vytenio,6,Naujamiesčio,"Išduoti leidimą išorinei reklamai vieneriems metams (365 kalendorinėm dienom) UAB „Verslo investicijos personalui“ pagal pateiktą projektą „VIP“ DARBUOTOJŲ PAIEŠKA, ATRANKA IR VERTINIMAS WWW.VIPCONSUL"
A635-643(2.3.2.1-EK6),6/6/2013,UAB „Saint-Gobain statybos gaminiai“,"Mėnulio g. 7, Vilnius",0.53,5/15/13 0:00,A16-468(2.1.43-EK6),6/5/14 0:00,0.53,IVR ant tvoros,„WEBER“ SAINT-GOBAIN STATYBINIAI MIŠINIAI,UAB „Mylidos reklama“,J. Dobkevičiaus,10,Naujininkų,Išduoti leidimą iškabai vieneriems metams UAB „Saint-Gobain statybos gaminiai“.
A635-635(2.3.2.1-EK6),6/6/2013,UAB „Sodo dizainas“,"Rūdninkų g. 11, Vilnius",1.36,5/8/13 0:00,A16-434(2.1.43-EK6),6/5/18 0:00,1.36,IVR ant pastato fasado,GĖLĖS IR MANUFAKTŪRA,UAB „Doverta“,Ligoninės,11,Senamiesčio,"Išduoti leidimą išorinei reklamai virš įėjimo durų penkeriems metams, su sąlyga, kad papildoma informacija ir informacija apie darbo laiką bus perkelta ant įėjimo durų stiklo."
